Timestamp[s],Timestamp,PERCLOS
215,20:05:31,0.003181336
216,20:05:32,0.021299255
217,20:05:33,0.03822314
219,20:05:35,0.057446809
220,20:05:36,0.013541667
221,20:05:37,0.030832477
222,20:05:38,0.047861507
223,20:05:39,0.004158004
224,20:05:40,0
225,20:05:41,0.001043841
226,20:05:42,0
227,20:05:43,0.00310559
228,20:05:44,0.008213552
229,20:05:45,0.001041667
230,20:05:46,0.001044932
231,20:05:47,0.002068252
232,20:05:48,0.002116402
233,20:05:49,0.017382413
234,20:05:50,0.008492569
235,20:05:51,0.005175983
236,20:05:52,0.00408998
237,20:05:53,0.002053388
238,20:05:54,0.001027749
239,20:05:55,0.002109705
240,20:05:56,0.01336074
241,20:05:57,0.004188482
242,20:05:58,0.014492754
244,20:06:00,0.001040583
245,20:06:01,0.003045685
246,20:06:02,0
247,20:06:03,0.009326425
248,20:06:04,0.006282723
249,20:06:05,0.010341262
250,20:06:06,0
251,20:06:07,0.003174603
252,20:06:08,0.001035197
253,20:06:09,0.006355932
254,20:06:10,0.002118644
255,20:06:11,0.019607843
256,20:06:12,0.014358974
257,20:06:13,0.002024291
258,20:06:14,0
259,20:06:15,0.001031992
260,20:06:16,0.016736402
261,20:06:17,0
262,20:06:18,0.007150153
263,20:06:19,0.004264392
264,20:06:20,0
265,20:06:21,0
267,20:06:23,0.006122449
268,20:06:24,0
269,20:06:25,0
270,20:06:26,0
271,20:06:27,0
272,20:06:28,0
273,20:06:29,0.011542497
274,20:06:30,0.008196721
275,20:06:31,0.025879917
276,20:06:32,0.002094241
277,20:06:33,0.002096436
278,20:06:34,0.012383901
279,20:06:35,0.00625
280,20:06:36,0.001036269
281,20:06:37,0
282,20:06:38,0.001025641
283,20:06:39,0.002055498
284,20:06:40,0.002089864
285,20:06:41,0.00308642
286,20:06:42,0.005144033
287,20:06:43,0
288,20:06:44,0
289,20:06:45,0.015400411
291,20:06:47,0
292,20:06:48,0.003070624
293,20:06:49,0.00101626
294,20:06:50,0.018769552
295,20:06:51,0
296,20:06:52,0.017561983
297,20:06:53,0.001042753
298,20:06:54,0.001039501
299,20:06:55,0.007314525
300,20:06:56,0.010288066
301,20:06:57,0.004192872
302,20:06:58,0
303,20:06:59,0.007238883
304,20:07:00,0.003064351
305,20:07:01,0.010493179
306,20:07:02,0
307,20:07:03,0.001017294
308,20:07:04,0
309,20:07:05,0
310,20:07:06,0.001031992
311,20:07:07,0.003089598
313,20:07:09,0.010449321
314,20:07:10,0.004145078
315,20:07:11,0.001039501
316,20:07:12,0.014957265
317,20:07:13,0.004123711
318,20:07:14,0.021582734
319,20:07:15,0
320,20:07:16,0.011387164
321,20:07:17,0.001027749
322,20:07:18,0.006224066
323,20:07:19,0.002059732
324,20:07:20,0.001070664
325,20:07:21,0
326,20:07:22,0
327,20:07:23,0
328,20:07:24,0
329,20:07:25,0.010121457
330,20:07:26,0.001029866
331,20:07:27,0.007209063
332,20:07:28,0.010504202
333,20:07:29,0.02596054
335,20:07:31,0.017453799
336,20:07:32,0
337,20:07:33,0.002085506
338,20:07:34,0
339,20:07:35,0.007391763
340,20:07:36,0.003125
341,20:07:37,0.00104712
342,20:07:38,0.008474576
343,20:07:39,0
344,20:07:40,0
345,20:07:41,0.009211873
346,20:07:42,0.027027027
347,20:07:43,0.012409514
348,20:07:44,0.029258098
349,20:07:45,0
350,20:07:46,0.004132231
351,20:07:47,0.004102564
352,20:07:48,0.002074689
353,20:07:49,0.014507772
354,20:07:50,0.002567394
355,20:07:51,0.008273009
356,20:07:52,0.011398964
357,20:07:53,0.013636364
358,20:07:54,0.005302227
360,20:07:56,0.002087683
361,20:07:57,0.002061856
362,20:07:58,0.014522822
363,20:07:59,0.002076843
364,20:08:00,0
365,20:08:01,0.012295082
366,20:08:02,0.008264463
367,20:08:03,0
368,20:08:04,0.001023541
369,20:08:05,0.004127967
370,20:08:06,0.022082019
371,20:08:07,0
372,20:08:08,0.001064963
373,20:08:09,0.001020408
374,20:08:10,0
375,20:08:11,0
376,20:08:12,0.006237006
377,20:08:13,0.013569937
378,20:08:14,0.001027749
379,20:08:15,0.0093361
380,20:08:16,0
381,20:08:17,0.005219207
383,20:08:19,0.001030928
384,20:08:20,0.004153686
385,20:08:21,0.007186858
386,20:08:22,0.024033438
387,20:08:23,0.002087683
388,20:08:24,0.018808777
389,20:08:25,0.001049318
390,20:08:26,0
391,20:08:27,0.003009027
392,20:08:28,0.007135576
393,20:08:29,0.002068252
394,20:08:30,0.001042753
395,20:08:31,0.00204918
396,20:08:32,0.005302227
397,20:08:33,0
398,20:08:34,0.004232804
399,20:08:35,0.020964361
400,20:08:36,0
401,20:08:37,0.004171011
402,20:08:38,0.00101833
403,20:08:39,0.006243496
404,20:08:40,0
405,20:08:41,0.003128259
406,20:08:42,0.001030928
407,20:08:43,0
409,20:08:45,0
410,20:08:46,0.002074689
411,20:08:47,0.005149331
412,20:08:48,0.01144641
413,20:08:49,0
414,20:08:50,0.005263158
415,20:08:51,0.004206099
416,20:08:52,0
417,20:08:53,0
418,20:08:54,0.003161222
419,20:08:55,0
420,20:08:56,0.001030928
421,20:08:57,0.001039501
422,20:08:58,0.001041667
423,20:08:59,0.001033058
424,20:09:00,0.00104712
425,20:09:01,0.009193054
426,20:09:02,0.002083333
427,20:09:03,0.003157895
428,20:09:04,0.003089598
430,20:09:06,0
431,20:09:07,0.010515247
432,20:09:08,0.002072539
433,20:09:09,0.001051525
434,20:09:10,0.005230126
435,20:09:11,0.001049318
436,20:09:12,0
437,20:09:13,0.0093361
438,20:09:14,0
439,20:09:15,0
440,20:09:16,0.001026694
441,20:09:17,0.003138075
442,20:09:18,0
443,20:09:19,0.013402062
444,20:09:20,0
445,20:09:21,0.008385744
446,20:09:22,0.025252525
447,20:09:23,0.004136505
448,20:09:24,0.000999001
449,20:09:25,0.001017294
450,20:09:26,0.010384216
451,20:09:27,0.016528926
452,20:09:28,0
453,20:09:29,0.016528926
454,20:09:30,0.004094166
455,20:09:31,0
456,20:09:32,0.016701461
458,20:09:34,0.004115226
459,20:09:35,0.001273885
460,20:09:36,0.018423746
461,20:09:37,0.035639413
462,20:09:38,0.051387461
463,20:09:39,0
464,20:09:40,0.01336074
465,20:09:41,0.031982942
466,20:09:42,0.002079002
467,20:09:43,0.006224066
468,20:09:44,0.003161222
469,20:09:45,0.013527575
470,20:09:46,0.005070994
471,20:09:47,0.021761658
472,20:09:48,0.011530398
473,20:09:49,0.003841229
474,20:09:50,0.002114165
475,20:09:51,0.002068252
476,20:09:52,0.003108808
477,20:09:53,0.001031992
478,20:09:54,0
479,20:09:55,0.015756303
480,20:09:56,0.001043841
482,20:09:58,0.008188332
483,20:09:59,0.002072539
484,20:10:00,0.005117707
485,20:10:01,0.004065041
486,20:10:02,0.006160164
487,20:10:03,0.004110997
488,20:10:04,0.003067485
489,20:10:05,0.014314928
490,20:10:06,0.032085561
491,20:10:07,0.037872683
492,20:10:08,0.0041841
493,20:10:09,0.002076843
494,20:10:10,0.00509165
495,20:10:11,0.023305085
496,20:10:12,0.051912568
497,20:10:13,0.00105042
498,20:10:14,0.004056795
499,20:10:15,0.011410788
500,20:10:16,0.027282267
501,20:10:17,0
502,20:10:18,0.006269592
503,20:10:19,0.002070393
504,20:10:20,0.003092784
506,20:10:22,0.003128259
507,20:10:23,0.001043841
508,20:10:24,0
509,20:10:25,0
510,20:10:26,0
511,20:10:27,0.001034126
512,20:10:28,0.001039501
513,20:10:29,0.017726799
514,20:10:30,0.006796117
515,20:10:31,0.001051525
516,20:10:32,0.00102145
517,20:10:33,0.013626834
518,20:10:34,0.007194245
519,20:10:35,0.003115265
520,20:10:36,0
521,20:10:37,0.001068376
522,20:10:38,0
523,20:10:39,0
524,20:10:40,0.007329843
525,20:10:41,0.001053741
527,20:10:43,0.01572327
528,20:10:44,0.033264033
529,20:10:45,0.05025641
530,20:10:46,0.067831449
531,20:10:47,0.005274262
532,20:10:48,0
533,20:10:49,0.013527575
534,20:10:50,0.008290155
535,20:10:51,0.001034126
536,20:10:52,0.017598344
537,20:10:53,0.001046025
538,20:10:54,0.001041667
539,20:10:55,0.001057082
540,20:10:56,0.005422993
541,20:10:57,0.005219207
542,20:10:58,0
543,20:10:59,0.008342023
544,20:11:00,0.006269592
545,20:11:01,0.023638232
547,20:11:03,0.041493776
548,20:11:04,0.001076426
549,20:11:05,0.001034126
550,20:11:06,0.003194888
551,20:11:07,0.016427105
552,20:11:08,0.011258956
553,20:11:09,0.005219207
554,20:11:10,0
555,20:11:11,0
556,20:11:12,0
557,20:11:13,0
558,20:11:14,0.001039501
559,20:11:15,0.012987013
560,20:11:16,0.001051525
561,20:11:17,0
562,20:11:18,0.004123711
563,20:11:19,0.001033058
564,20:11:20,0.009287926
565,20:11:21,0.026584867
567,20:11:23,0.015608741
568,20:11:24,0
569,20:11:25,0.005324814
570,20:11:26,0.001036269
571,20:11:27,0.010405827
572,20:11:28,0.003118503
573,20:11:29,0.010537408
574,20:11:30,0.00524659
575,20:11:31,0.00105042
576,20:11:32,0.013278856
577,20:11:33,0.028741328
578,20:11:34,0.010152284
579,20:11:35,0.008088979
580,20:11:36,0
581,20:11:37,0.004008016
582,20:11:38,0
583,20:11:39,0.00102145
584,20:11:40,0.001038422
585,20:11:41,0
586,20:11:42,0
587,20:11:43,0.00102145
588,20:11:44,0
590,20:11:46,0
591,20:11:47,0.003174603
592,20:11:48,0
593,20:11:49,0.007150153
594,20:11:50,0.001017294
595,20:11:51,0
596,20:11:52,0.002057613
597,20:11:53,0.002047083
598,20:11:54,0.007238883
599,20:11:55,0.001041667
600,20:11:56,0.005235602
601,20:11:57,0.004149378
602,20:11:58,0.021875
603,20:11:59,0.006329114
604,20:12:00,0.011328527
605,20:12:01,0.006122449
606,20:12:02,0.004219409
607,20:12:03,0
609,20:12:05,0.007337526
610,20:12:06,0
611,20:12:07,0
612,20:12:08,0
613,20:12:09,0
614,20:12:10,0.003051882
615,20:12:11,0.002059732
616,20:12:12,0.001036269
617,20:12:13,0
618,20:12:14,0.001035197
619,20:12:15,0.001044932
620,20:12:16,0.003147954
621,20:12:17,0
622,20:12:18,0.00105042
623,20:12:19,0
624,20:12:20,0.012383901
625,20:12:21,0.002072539
626,20:12:22,0
627,20:12:23,0.003042596
628,20:12:24,0.001046025
629,20:12:25,0.001022495
630,20:12:26,0.011470282
632,20:12:28,0.029258098
633,20:12:29,0.006217617
634,20:12:30,0.008359457
635,20:12:31,0.010309278
636,20:12:32,0.027579162
637,20:12:33,0.004127967
638,20:12:34,0.001055966
639,20:12:35,0.012618297
640,20:12:36,0.011190234
641,20:12:37,0.027027027
642,20:12:38,0.044467425
643,20:12:39,0.062565172
644,20:12:40,0.001034126
645,20:12:41,0.008154944
646,20:12:42,0.002081165
647,20:12:43,0.011434511
648,20:12:44,0.017382413
649,20:12:45,0
650,20:12:46,0.008307373
652,20:12:48,0.010515247
653,20:12:49,0.026859504
654,20:12:50,0.00509684
655,20:12:51,0.001023541
656,20:12:52,0.018181818
657,20:12:53,0.036344756
658,20:12:54,0.007462687
659,20:12:55,0.025236593
660,20:12:56,0.043803419
661,20:12:57,0.002098636
662,20:12:58,0.00209205
663,20:12:59,0.002116402
664,20:13:00,0.001029866
665,20:13:01,0
666,20:13:02,0
667,20:13:03,0
668,20:13:04,0.001038422
669,20:13:05,0.007172131
670,20:13:06,0
671,20:13:07,0.001030928
672,20:13:08,0.004140787
674,20:13:10,0.003036437
675,20:13:11,0
676,20:13:12,0
677,20:13:13,0.001053741
678,20:13:14,0.001046025
679,20:13:15,0.001025641
680,20:13:16,0.001026694
681,20:13:17,0.001033058
682,20:13:18,0.00203666
683,20:13:19,0.001029866
684,20:13:20,0.002081165
685,20:13:21,0.001038422
686,20:13:22,0.002042901
687,20:13:23,0.001049318
688,20:13:24,0
689,20:13:25,0
690,20:13:26,0
691,20:13:27,0.003131524
692,20:13:28,0.018442623
693,20:13:29,0.002072539
694,20:13:30,0
696,20:13:32,0.001048218
697,20:13:33,0
698,20:13:34,0.008333333
699,20:13:35,0.002028398
700,20:13:36,0
701,20:13:37,0
702,20:13:38,0
703,20:13:39,0
704,20:13:40,0
705,20:13:41,0.005230126
706,20:13:42,0
707,20:13:43,0
708,20:13:44,0
709,20:13:45,0.002096436
710,20:13:46,0.00204499
711,20:13:47,0.012626263
712,20:13:48,0.001036269
713,20:13:49,0.010526316
714,20:13:50,0.002074689
715,20:13:51,0.002111932
716,20:13:52,0
718,20:13:54,0.009443861
719,20:13:55,0.014629049
720,20:13:56,0.008188332
721,20:13:57,0.026041667
722,20:13:58,0
723,20:13:59,0
724,20:14:00,0.002081165
725,20:14:01,0.003134796
726,20:14:02,0.005219207
727,20:14:03,0.012244898
728,20:14:04,0.029531568
729,20:14:05,0.009018036
730,20:14:06,0.025922233
731,20:14:07,0.044513458
732,20:14:08,0.077120823
733,20:14:09,0.006097561
734,20:14:10,0.023397762
735,20:14:11,0.040526849
736,20:14:12,0.057692308
737,20:14:13,0.010070493
738,20:14:14,0.027108434
739,20:14:15,0.043788187
740,20:14:16,0.010121457
741,20:14:17,0.00101626
742,20:14:18,0.002030457
743,20:14:19,0.01
745,20:14:21,0.028066528
746,20:14:22,0
747,20:14:23,0.00105042
748,20:14:24,0.001036269
749,20:14:25,0
750,20:14:26,0.005170631
751,20:14:27,0.022128556
752,20:14:28,0.007291667
753,20:14:29,0.001027749
754,20:14:30,0
755,20:14:31,0.001049318
756,20:14:32,0.005219207
757,20:14:33,0
758,20:14:34,0.005144033
759,20:14:35,0.022774327
760,20:14:36,0.041226216
761,20:14:37,0.059009484
762,20:14:38,0.075
763,20:14:39,0.092901879
764,20:14:40,0.007423118
765,20:14:41,0.001036269
766,20:14:42,0.010504202
768,20:14:44,0.001031992
769,20:14:45,0.010351967
770,20:14:46,0
771,20:14:47,0.011482255
772,20:14:48,0
773,20:14:49,0
774,20:14:50,0.003015075
775,20:14:51,0.020512821
776,20:14:52,0.014314928
777,20:14:53,0.030895984
778,20:14:54,0.013306039
779,20:14:55,0.012282497
780,20:14:56,0.001029866
781,20:14:57,0.012396694
782,20:14:58,0
783,20:14:59,0.01371308
784,20:15:00,0.031612223
785,20:15:01,0.048403708
786,20:15:02,0.064974619
788,20:15:04,0.001026694
789,20:15:05,0.00422833
790,20:15:06,0
791,20:15:07,0.009259259
792,20:15:08,0.001043841
793,20:15:09,0.00621118
794,20:15:10,0.02408377
795,20:15:11,0.011090573
796,20:15:12,0.003171247
797,20:15:13,0.019709544
798,20:15:14,0.021770682
799,20:15:15,0.032873807
800,20:15:16,0.005108557
801,20:15:17,0.011866235
802,20:15:18,0.029045643
803,20:15:19,0.046487603
804,20:15:20,0.008333333
805,20:15:21,0.004094166
806,20:15:22,0.001035197
807,20:15:23,0.001043841
809,20:15:25,0.017689906
810,20:15:26,0.004246285
811,20:15:27,0
812,20:15:28,0.002072539
813,20:15:29,0.010183299
814,20:15:30,0.027162978
815,20:15:31,0.001040583
816,20:15:32,0.01242236
817,20:15:33,0.002094241
818,20:15:34,0
819,20:15:35,0.002085506
820,20:15:36,0.011340206
821,20:15:37,0.027720739
822,20:15:38,0.046025105
823,20:15:39,0.062827225
824,20:15:40,0.002103049
825,20:15:41,0.023195876
826,20:15:42,0.010570825
827,20:15:43,0.008171604
828,20:15:44,0.02617801
829,20:15:45,0.044728435
830,20:15:46,0.00204918
831,20:15:47,0.007216495
832,20:15:48,0.025183631
833,20:15:49,0.013429752
834,20:15:50,0.001642036
836,20:15:52,0.002030457
837,20:15:53,0.006072874
838,20:15:54,0.002034588
839,20:15:55,0.019771072
840,20:15:56,0.003112033
841,20:15:57,0.019648397
842,20:15:58,0.036119711
843,20:15:59,0.053497942
844,20:16:00,0.003070624
845,20:16:01,0.005144033
846,20:16:02,0.013
847,20:16:03,0.007121058
848,20:16:04,0.004171011
849,20:16:05,0.022128556
850,20:16:06,0.036923077
851,20:16:07,0.055789474
852,20:16:08,0.071134021
853,20:16:09,0.088633994
854,20:16:10,0.003099174
855,20:16:11,0.003092784
856,20:16:12,0.002053388
857,20:16:13,0.002781641
859,20:16:15,0.007345226
860,20:16:16,0.006276151
861,20:16:17,0.012332991
862,20:16:18,0
863,20:16:19,0.001036269
864,20:16:20,0.005112474
865,20:16:21,0.022082019
866,20:16:22,0.001049318
867,20:16:23,0.00390625
868,20:16:24,0.002105263
869,20:16:25,0.014629049
870,20:16:26,0.012944984
871,20:16:27,0
872,20:16:28,0.001035197
873,20:16:29,0.004123711
874,20:16:30,0.021560575
875,20:16:31,0.015978695
876,20:16:32,0.028865979
877,20:16:33,0.006141249
879,20:16:35,0
880,20:16:36,0.004140787
881,20:16:37,0.001278772
882,20:16:38,0.004179728
883,20:16:39,0
884,20:16:40,0.001028807
885,20:16:41,0.01371308
886,20:16:42,0
887,20:16:43,0.009221311
888,20:16:44,0.002070393
889,20:16:45,0
890,20:16:46,0.001088139
891,20:16:47,0.001808318
892,20:16:48,0.014403292
893,20:16:49,0.030959752
894,20:16:50,0.00524109
895,20:16:51,0.001039501
896,20:16:52,0.012526096
897,20:16:53,0.016359918
898,20:16:54,0.033719705
899,20:16:55,0.005197505
901,20:16:57,0.00623053
902,20:16:58,0.023760331
903,20:16:59,0.001036269
904,20:17:00,0
905,20:17:01,0.009345794
906,20:17:02,0
907,20:17:03,0
908,20:17:04,0.001038422
909,20:17:05,0.002038736
910,20:17:06,0
911,20:17:07,0.005175983
912,20:17:08,0.001039501
913,20:17:09,0
914,20:17:10,0.010449321
915,20:17:11,0.001041667
916,20:17:12,0.004158004
917,20:17:13,0.001028807
918,20:17:14,0.002123142
919,20:17:15,0.002096436
920,20:17:16,0.005274262
921,20:17:17,0.02189781
923,20:17:19,0.00105042
924,20:17:20,0
925,20:17:21,0
926,20:17:22,0.001273885
927,20:17:23,0
928,20:17:24,0
929,20:17:25,0
930,20:17:26,0.008298755
931,20:17:27,0.001039501
932,20:17:28,0
933,20:17:29,0
934,20:17:30,0.002116402
935,20:17:31,0.005192108
936,20:17:32,0
937,20:17:33,0.004004004
938,20:17:34,0.004219409
939,20:17:35,0.00204918
940,20:17:36,0.003161222
941,20:17:37,0.005202914
942,20:17:38,0.009414226
944,20:17:40,0
945,20:17:41,0.002074689
946,20:17:42,0.001037344
947,20:17:43,0.006376196
948,20:17:44,0
949,20:17:45,0.002066116
950,20:17:46,0
951,20:17:47,0
952,20:17:48,0
953,20:17:49,0
954,20:17:50,0.004115226
955,20:17:51,0
956,20:17:52,0
957,20:17:53,0.003112033
958,20:17:54,0
959,20:17:55,0
960,20:17:56,0
961,20:17:57,0.014583333
962,20:17:58,0.031282586
963,20:17:59,0
964,20:18:00,0.00101833
965,20:18:01,0.007641921
967,20:18:03,0
968,20:18:04,0.006321113
969,20:18:05,0.002059732
970,20:18:06,0
971,20:18:07,0
972,20:18:08,0
973,20:18:09,0.012779553
974,20:18:10,0.006204757
975,20:18:11,0
976,20:18:12,0.014268728
977,20:18:13,0.002074689
978,20:18:14,0.001046025
979,20:18:15,0.005117707
980,20:18:16,0
981,20:18:17,0
982,20:18:18,0
983,20:18:19,0.007106599
984,20:18:20,0
985,20:18:21,0.001037344
986,20:18:22,0
988,20:18:24,0.001033058
989,20:18:25,0
990,20:18:26,0.00210084
991,20:18:27,0.001033058
992,20:18:28,0.006224066
993,20:18:29,0.008421053
994,20:18:30,0.005186722
995,20:18:31,0.005197505
996,20:18:32,0.002094241
997,20:18:33,0
998,20:18:34,0.002076843
999,20:18:35,0.00408998
1000,20:18:36,0.004110997
1001,20:18:37,0.003972195
1002,20:18:38,0.004102564
1003,20:18:39,0
1004,20:18:40,0
1005,20:18:41,0.003030303
1006,20:18:42,0.00508647
1007,20:18:43,0
1008,20:18:44,0.001029866
1009,20:18:45,0.003070624
1011,20:18:47,0.010214505
1012,20:18:48,0.008205128
1013,20:18:49,0.006024096
1014,20:18:50,0.00716479
1015,20:18:51,0.001022495
1016,20:18:52,0.002365931
1017,20:18:53,0
1018,20:18:54,0.003067485
1019,20:18:55,0.001041667
1020,20:18:56,0.003151261
1021,20:18:57,0.008359457
1022,20:18:58,0.001037344
1023,20:18:59,0.001010101
1024,20:19:00,0.017745303
1025,20:19:01,0
1026,20:19:02,0
1027,20:19:03,0.001023541
1028,20:19:04,0.001020408
1029,20:19:05,0.018927445
1030,20:19:06,0.004232804
1031,20:19:07,0.010559662
1032,20:19:08,0.027225131
1033,20:19:09,0.015608741
1035,20:19:11,0.033472803
1036,20:19:12,0
1037,20:19:13,0.004175365
1038,20:19:14,0.001049318
1039,20:19:15,0.004206099
1040,20:19:16,0
1041,20:19:17,0.007223942
1042,20:19:18,0.010471204
1043,20:19:19,0.001043841
1044,20:19:20,0
1045,20:19:21,0.01761658
1046,20:19:22,0.035306334
1047,20:19:23,0.052523172
1048,20:19:24,0.007253886
1049,20:19:25,0.025157233
1050,20:19:26,0.003121748
1051,20:19:27,0.006141249
1052,20:19:28,0.007238883
1053,20:19:29,0.014507772
1054,20:19:30,0.002070393
1055,20:19:31,0.02
1057,20:19:33,0
1058,20:19:34,0.001041667
1059,20:19:35,0.010438413
1060,20:19:36,0.001035197
1061,20:19:37,0
1062,20:19:38,0
1063,20:19:39,0.007415254
1064,20:19:40,0.002066116
1065,20:19:41,0.001053741
1066,20:19:42,0.017671518
1067,20:19:43,0.002111932
1068,20:19:44,0.002066116
1069,20:19:45,0.014522822
1070,20:19:46,0.002026342
1071,20:19:47,0.001059322
1072,20:19:48,0.001036269
1073,20:19:49,0.008171604
1074,20:19:50,0.001046025
1075,20:19:51,0.007276507
1076,20:19:52,0
1078,20:19:54,0
1079,20:19:55,0.010548523
1080,20:19:56,0.001028807
1081,20:19:57,0.00502008
1082,20:19:58,0.002024291
1083,20:19:59,0.001028807
1084,20:20:00,0.006006006
1085,20:20:01,0
1086,20:20:02,0.00203666
1087,20:20:03,0.002028398
1088,20:20:04,0.012295082
1089,20:20:05,0.005050505
1090,20:20:06,0.004008016
1091,20:20:07,0
1092,20:20:08,0
1093,20:20:09,0.000997009
1094,20:20:10,0.001017294
1095,20:20:11,0.004012036
1096,20:20:12,0.020491803
1097,20:20:13,0
1098,20:20:14,0.01565762
1099,20:20:15,0.00212766
1100,20:20:16,0.002063983
1101,20:20:17,0.003095975
1102,20:20:18,0
1103,20:20:19,0.00101626
1104,20:20:20,0
1106,20:20:22,0.002057613
1107,20:20:23,0
1108,20:20:24,0
1109,20:20:25,0.001014199
1110,20:20:26,0
1111,20:20:27,0.008333333
1112,20:20:28,0
1113,20:20:29,0
1114,20:20:30,0.007201646
1115,20:20:31,0
1116,20:20:32,0.001049318
1117,20:20:33,0.00102145
1118,20:20:34,0
1119,20:20:35,0.010070493
