Timestamp,PERCLOS,,Seconds,PERCLOS
1886,0.719,,1810,0.371
1887,0.74,,1811,0.386
1888,0.741,,1812,0.408
1889,0.761,,1813,0.425
1890,0.766,,1814,0.436
1891,0.798,,1815,0.46
1892,0.81,,1816,0.48
1893,0.818,,1817,0.498
1894,0.847,,1818,0.505
1895,0.87,,1819,0.516
1896,0.723,,1820,0.226
1897,0.009,,1821,0
1898,0.027,,1822,0.002
1899,0.045,,1823,0.005
1900,0.062,,1824,0.003
1901,0.08,,1825,0.019
1903,0.098,,1826,0.036
1904,0.109,,1827,0.054
1905,0.133,,1828,0.072
1906,0.149,,1829,0.086
1907,0.165,,1830,0.106
1908,0.183,,1831,
1909,0.204,,1832,0.123
1910,0.041,,1833,0.066
1911,0.017,,1834,0.008
1912,0.035,,1835,0.026
1913,0.052,,1836,0.043
1914,0.07,,1837,0.061
1915,0.088,,1838,0.079
1916,0.106,,1839,0.095
1917,0.116,,1840,0.114
1918,0.122,,1841,0.132
1919,0.011,,1842,0.145
1920,0.029,,1843,0.01
1921,0.046,,1844,0.012
1922,0.064,,1845,0.03
1923,0.082,,1846,0.048
1924,0.097,,1847,0.066
1925,0.117,,1848,0.083
1927,0.133,,1849,0.099
1928,0.153,,1850,0.112
1929,0.169,,1851,0.139
1930,0.187,,1852,0.151
1931,0.197,,1853,0.169
1932,0.211,,1854,
1933,0.237,,1855,0.186
1934,0.249,,1856,0.203
1935,0.273,,1857,0.225
1936,0.294,,1858,0.241
1937,0.141,,1859,0.256
1938,0.015,,1860,0.27
1939,0.033,,1861,0.295
1940,0.051,,1862,0.303
1941,0.064,,1863,0.321
1942,0.01,,1864,0.342
1943,0.019,,1865,0.366
1944,0.014,,1866,0.383
1945,0.032,,1867,0.396
1946,0.049,,1868,0.406
1947,0.068,,1869,0.431
1948,0.083,,1870,0.453
1949,0.098,,1871,0.448
1951,0.12,,1872,0.483
1952,0.139,,1873,0.485
1953,0.151,,1874,0.518
1954,0.174,,1875,0.535
1955,0.185,,1876,0.559
1956,0.209,,1877,0.554
1957,0.226,,1878,
1958,0.244,,1879,0.598
1959,0.261,,1880,0.597
1960,0.279,,1881,0.611
1961,0.293,,1882,0.644
1962,0.113,,1883,0.659
1963,0.02,,1884,0.663
1964,0.038,,1885,0.691
1965,0.055,,1886,0.719
1966,0.074,,1887,0.74
1967,0.089,,1888,0.741
1968,0.109,,1889,0.761
1969,0.095,,1890,0.766
1970,0.008,,1891,0.798
1971,0.006,,1892,0.81
1972,0.021,,1893,0.818
1974,0,,1894,0.847
1975,0,,1895,0.87
1976,0,,1896,0.723
1977,0,,1897,0.009
1978,0,,1898,0.027
1979,0,,1899,0.045
1980,0.011,,1900,0.062
1981,0.029,,1901,0.08
1982,0.047,,1902,
1983,0.064,,1903,0.098
1984,0.082,,1904,0.109
1985,0.1,,1905,0.133
1986,0.112,,1906,0.149
1987,0.135,,1907,0.165
1988,0.063,,1908,0.183
1989,0.018,,1909,0.204
1990,0.03,,1910,0.041
1991,0.005,,1911,0.017
1992,0.021,,1912,0.035
1993,0.039,,1913,0.052
1994,0.056,,1914,0.07
1995,0.073,,1915,0.088
1997,0.09,,1916,0.106
1998,0.108,,1917,0.116
1999,0.123,,1918,0.122
2000,0.133,,1919,0.011
2001,0.007,,1920,0.029
2002,0.01,,1921,0.046
2003,0.019,,1922,0.064
2004,0.037,,1923,0.082
2005,0.054,,1924,0.097
2006,0.021,,1925,0.117
2007,0.004,,1926,
2008,0.013,,1927,0.133
2009,0.001,,1928,0.153
2010,0.006,,1929,0.169
2011,0.023,,1930,0.187
2012,0.016,,1931,0.197
2013,0.02,,1932,0.211
2014,0.038,,1933,0.237
2015,0.055,,1934,0.249
2016,0.071,,1935,0.273
2017,0.092,,1936,0.294
2018,0.109,,1937,0.141
2019,0.127,,1938,0.015
2020,0.143,,1939,0.033
2021,0.161,,1940,0.051
2022,0.064,,1941,0.064
2023,0.021,,1942,0.01
2024,0.037,,1943,0.019
2026,0.056,,1944,0.014
2027,0.073,,1945,0.032
2028,0.092,,1946,0.049
2029,0.109,,1947,0.068
2030,0.126,,1948,0.083
2031,0.142,,1949,0.098
2032,0.162,,1950,
2033,0.172,,1951,0.12
2034,0.196,,1952,0.139
2035,0.214,,1953,0.151
2036,0.229,,1954,0.174
2037,0.251,,1955,0.185
2038,0.264,,1956,0.209
2039,0.285,,1957,0.226
2040,0.295,,1958,0.244
2041,0.318,,1959,0.261
2042,0.339,,1960,0.279
2043,0.352,,1961,0.293
2044,0.368,,1962,0.113
2045,0.392,,1963,0.02
2047,0.403,,1964,0.038
2048,0.408,,1965,0.055
2049,0.438,,1966,0.074
2050,0.435,,1967,0.089
2051,0.479,,1968,0.109
2052,0.491,,1969,0.095
2053,0.499,,1970,0.008
2054,0.527,,1971,0.006
2055,0.534,,1972,0.021
2056,0.557,,1973,
2057,0.578,,1974,0
2058,0.606,,1975,0
2059,0.618,,1976,0
2060,0.637,,1977,0
2061,0.659,,1978,0
2062,0.673,,1979,0
2063,0.68,,1980,0.011
2064,0.697,,1981,0.029
2065,0.725,,1982,0.047
2066,0.721,,1983,0.064
2067,0.761,,1984,0.082
2068,0.75,,1985,0.1
2069,0.797,,1986,0.112
2070,0.799,,1987,0.135
2071,0.807,,1988,0.063
2072,0.821,,1989,0.018
2073,0.864,,1990,0.03
2074,0.872,,1991,0.005
2075,0.904,,1992,0.021
2077,0.916,,1993,0.039
2078,0.925,,1994,0.056
2079,0.951,,1995,0.073
2080,0.064,,1996,
2081,0.025,,1997,0.09
2082,0.043,,1998,0.108
2083,0.06,,1999,0.123
2084,0.079,,2000,0.133
2085,0.097,,2001,0.007
2086,0.115,,2002,0.01
2087,0.132,,2003,0.019
2088,0.148,,2004,0.037
2089,0.167,,2005,0.054
2090,0.185,,2006,0.021
2091,0.2,,2007,0.004
2092,0.22,,2008,0.013
2093,0.238,,2009,0.001
2094,0.251,,2010,0.006
2095,0.261,,2011,0.023
2096,0.291,,2012,0.016
2098,0.246,,2013,0.02
2099,0.006,,2014,0.038
2100,0.01,,2015,0.055
2101,0.028,,2016,0.071
2102,0.045,,2017,0.092
2103,0.06,,2018,0.109
2104,0.08,,2019,0.127
2105,0.097,,2020,0.143
2106,0.115,,2021,0.161
2107,0.134,,2022,0.064
2108,0.152,,2023,0.021
2109,0.164,,2024,0.037
2110,0.186,,2025,
2111,0.204,,2026,0.056
2112,0.195,,2027,0.073
2113,0,,2028,0.092
2114,0,,2029,0.109
2115,0.003,,2030,0.126
2116,0.019,,2031,0.142
2117,0.037,,2032,0.162
2118,0.055,,2033,0.172
2119,0.072,,2034,0.196
2120,0.088,,2035,0.214
2121,0.046,,2036,0.229
2123,0.007,,2037,0.251
2124,0.004,,2038,0.264
2125,0.002,,2039,0.285
2126,0.008,,2040,0.295
2127,0.001,,2041,0.318
2128,0.009,,2042,0.339
2129,0.005,,2043,0.352
2130,0.002,,2044,0.368
2131,0.009,,2045,0.392
2132,0.026,,2046,
2133,0.004,,2047,0.403
2134,0.003,,2048,0.408
2135,0.009,,2049,0.438
2136,0.024,,2050,0.435
2137,0.007,,2051,0.479
2138,0.003,,2052,0.491
2139,0.008,,2053,0.499
2140,0.025,,2054,0.527
2141,0.025,,2055,0.534
2142,0.005,,2056,0.557
2143,0.022,,2057,0.578
2144,0.04,,2058,0.606
2145,0.057,,2059,0.618
2146,0.075,,2060,0.637
2148,0.093,,2061,0.659
2149,0.111,,2062,0.673
2150,0.128,,2063,0.68
2151,0.143,,2064,0.697
2152,0.164,,2065,0.725
2153,0.181,,2066,0.721
2154,0.194,,2067,0.761
2155,0.214,,2068,0.75
2156,0.234,,2069,0.797
2157,0.244,,2070,0.799
2158,0.266,,2071,0.807
2159,0.287,,2072,0.821
2160,0.296,,2073,0.864
2161,0.318,,2074,0.872
2162,0.336,,2075,0.904
2163,0.358,,2076,
2164,0.375,,2077,0.916
2165,0.403,,2078,0.925
2166,0.405,,2079,0.951
2167,0.414,,2080,0.064
2168,0.433,,2081,0.025
2169,0.458,,2082,0.043
2170,0.481,,2083,0.06
2172,0.492,,2084,0.079
2173,0.495,,2085,0.097
2174,0.535,,2086,0.115
2175,0.549,,2087,0.132
2176,0.558,,2088,0.148
2177,0.563,,2089,0.167
2178,0.594,,2090,0.185
2179,0.622,,2091,0.2
2180,0.64,,2092,0.22
2181,0.657,,2093,0.238
2182,0.666,,2094,0.251
2183,0.663,,2095,0.261
2184,0.71,,2096,0.291
2185,0.727,,2097,
2186,0.747,,2098,0.246
2187,0.765,,2099,0.006
2188,0,,2100,0.01
2189,0.001,,2101,0.028
2190,0.003,,2102,0.045
2191,0.019,,2103,0.06
2192,0.037,,2104,0.08
2193,0.03,,2105,0.097
2195,0.002,,2106,0.115
2196,0.003,,2107,0.134
2197,0.005,,2108,0.152
2198,0.008,,2109,0.164
2199,0.022,,2110,0.186
2200,0.039,,2111,0.204
2201,0.055,,2112,0.195
2202,0.074,,2113,0
2203,0.09,,2114,0
2204,0.013,,2115,0.003
2205,0.006,,2116,0.019
2206,0.023,,2117,0.037
2207,0.007,,2118,0.055
2208,0.018,,2119,0.072
2209,0.019,,2120,0.088
2210,0.007,,2121,0.046
2211,0.022,,2122,
2212,0.04,,2123,0.007
2213,0.004,,2124,0.004
2214,0.015,,2125,0.002
2215,0.033,,2126,0.008
2216,0.051,,2127,0.001
2217,0.068,,2128,0.009
2218,0.079,,2129,0.005
2220,0,,2130,0.002
2221,0.007,,2131,0.009
2222,0.004,,2132,0.026
2223,0.002,,2133,0.004
2224,0.011,,2134,0.003
2225,0.028,,2135,0.009
2226,0.046,,2136,0.024
2227,0.063,,2137,0.007
2228,0.081,,2138,0.003
2229,0.1,,2139,0.008
2230,0.111,,2140,0.025
2231,0.132,,2141,0.025
2232,0.149,,2142,0.005
2233,0.169,,2143,0.022
2234,0.037,,2144,0.04
2235,0.021,,2145,0.057
2236,0.038,,2146,0.075
2237,0.053,,2147,
2238,0.073,,2148,0.093
2239,0.092,,2149,0.111
2240,0.109,,2150,0.128
2241,0.129,,2151,0.143
2242,0.142,,2152,0.164
2243,0.162,,2153,0.181
2244,0.181,,2154,0.194
2246,0.197,,2155,0.214
2247,0.208,,2156,0.234
2248,0.231,,2157,0.244
2249,0.249,,2158,0.266
2250,0.266,,2159,0.287
2251,0.283,,2160,0.296
2252,0.305,,2161,0.318
2253,0.318,,2162,0.336
2254,0.34,,2163,0.358
2255,0.358,,2164,0.375
2256,0.369,,2165,0.403
2257,0.388,,2166,0.405
2258,0.407,,2167,0.414
2259,0.42,,2168,0.433
2260,0.439,,2169,0.458
2261,0.463,,2170,0.481
2262,0.467,,2171,
2263,0.484,,2172,0.492
2264,0.517,,2173,0.495
2265,0.527,,2174,0.535
2266,0.554,,2175,0.549
2267,0.569,,2176,0.558
2269,0.588,,2177,0.563
2270,0.604,,2178,0.594
2271,0.612,,2179,0.622
2272,0.641,,2180,0.64
2273,0.65,,2181,0.657
2274,0.676,,2182,0.666
2275,0.685,,2183,0.663
2276,0.71,,2184,0.71
2277,0.727,,2185,0.727
2278,0.746,,2186,0.747
2279,0.751,,2187,0.765
2280,0.769,,2188,0
2281,0.762,,2189,0.001
2282,0.77,,2190,0.003
2283,0.836,,2191,0.019
2284,0.807,,2192,0.037
2285,0.857,,2193,0.03
2286,0.878,,2194,
2287,0.91,,2195,0.002
2288,0.923,,2196,0.003
2289,0.938,,2197,0.005
2290,0.96,,2198,0.008
2292,0.975,,2199,0.022
2293,0.963,,2200,0.039
2294,0.965,,2201,0.055
2295,1.012,,2202,0.074
2296,1.017,,2203,0.09
2297,1.017,,2204,0.013
2298,1.064,,2205,0.006
2299,1.101,,2206,0.023
2300,0.92,,2207,0.007
2301,0.004,,2208,0.018
2302,0.007,,2209,0.019
2303,0.007,,2210,0.007
2304,0.001,,2211,0.022
2305,0.004,,2212,0.04
2306,0.009,,2213,0.004
2307,0.027,,2214,0.015
2308,0.044,,2215,0.033
2309,0.062,,2216,0.051
2310,0.078,,2217,0.068
2311,0.096,,2218,0.079
2312,0.112,,2219,
2313,0.133,,2220,0
2314,0.146,,2221,0.007
2315,0.165,,2222,0.004
2317,0.186,,2223,0.002
2318,0.203,,2224,0.011
2319,0.064,,2225,0.028
2320,0.004,,2226,0.046
2321,0.021,,2227,0.063
2322,0.038,,2228,0.081
2323,0.055,,2229,0.1
2324,0.031,,2230,0.111
2325,0.02,,2231,0.132
2326,0.037,,2232,0.149
2327,0.009,,2233,0.169
2328,0.027,,2234,0.037
2329,0.045,,2235,0.021
2330,0.02,,2236,0.038
2331,0.006,,2237,0.053
2332,0.023,,2238,0.073
2333,0.042,,2239,0.092
2334,0.059,,2240,0.109
2335,0.076,,2241,0.129
2336,0.094,,2242,0.142
2337,0.112,,2243,0.162
2338,0.129,,2244,0.181
2340,0.059,,2245,
2341,0,,2246,0.197
2342,0,,2247,0.208
2343,0,,2248,0.231
2344,0,,2249,0.249
2345,0,,2250,0.266
2346,0.001,,2251,0.283
2347,0.002,,2252,0.305
2348,0,,2253,0.318
2349,0,,2254,0.34
2350,0,,2255,0.358
2351,0,,2256,0.369
2352,0.001,,2257,0.388
2353,0.004,,2258,0.407
2354,0,,2259,0.42
2355,0.001,,2260,0.439
2356,0.002,,2261,0.463
2357,0.017,,2262,0.467
2358,0.035,,2263,0.484
2359,0.052,,2264,0.517
2360,0.071,,2265,0.527
2361,0.084,,2266,0.554
2362,0.104,,2267,0.569
2363,0.123,,2268,
2365,0.139,,2269,0.588
2366,0.156,,2270,0.604
2367,0.174,,2271,0.612
2368,0.101,,2272,0.641
2369,0.009,,2273,0.65
2370,0.021,,2274,0.676
2371,0.002,,2275,0.685
2372,0.017,,2276,0.71
2373,0.034,,2277,0.727
2374,0.052,,2278,0.746
2375,0.02,,2279,0.751
2376,0.014,,2280,0.769
2377,0.031,,2281,0.762
2378,0.049,,2282,0.77
2379,0.013,,2283,0.836
2380,0.014,,2284,0.807
2381,0.032,,2285,0.857
2382,0.047,,2286,0.878
2383,0.067,,2287,0.91
2384,0.086,,2288,0.923
2385,0.104,,2289,0.938
2387,0.121,,2290,0.96
2388,0.139,,2291,
2389,0.157,,2292,0.975
2390,0.174,,2293,0.963
2391,0.192,,2294,0.965
2392,0.209,,2295,1.012
2393,0.046,,2296,1.017
2394,0.023,,2297,1.017
2395,0.041,,2298,1.064
2396,0.059,,2299,1.101
2397,0.076,,2300,0.92
2398,0.093,,2301,0.004
2399,0.11,,2302,0.007
2400,0.128,,2303,0.007
2401,0.143,,2304,0.001
2402,0.163,,2305,0.004
2403,0.176,,2306,0.009
2404,0.194,,2307,0.027
2405,0.208,,2308,0.044
2406,0.236,,2309,0.062
2407,0.091,,2310,0.078
2408,0.021,,2311,0.096
2409,0.038,,2312,0.112
2411,0.056,,2313,0.133
2412,0.073,,2314,0.146
2413,0.09,,2315,0.165
2414,0.106,,2316,
2415,0.123,,2317,0.186
2416,0.142,,2318,0.203
2417,0.161,,2319,0.064
2418,0.177,,2320,0.004
2419,0.189,,2321,0.021
2420,0.212,,2322,0.038
2421,0.22,,2323,0.055
2422,0.242,,2324,0.031
2423,0.268,,2325,0.02
2424,0.282,,2326,0.037
2425,0.304,,2327,0.009
2426,0.307,,2328,0.027
2427,0.339,,2329,0.045
2428,0.356,,2330,0.02
2429,0.364,,2331,0.006
2430,0.392,,2332,0.023
2431,0.41,,2333,0.042
2432,0.42,,2334,0.059
2433,0.444,,2335,0.076
2434,0.459,,2336,0.094
2436,0.48,,2337,0.112
2437,0.489,,2338,0.129
2438,0.506,,2339,
2439,0.531,,2340,0.059
2440,0.548,,2341,0
2441,0.549,,2342,0
2442,0.583,,2343,0
2443,0.585,,2344,0
2444,0.62,,2345,0
2445,0.619,,2346,0.001
2446,0.656,,2347,0.002
2447,0.673,,2348,0
2448,0.681,,2349,0
2449,0.686,,2350,0
2450,0.707,,2351,0
2451,0.743,,2352,0.001
2452,0.759,,2353,0.004
2453,0.407,,2354,0
2454,0,,2355,0.001
2455,0,,2356,0.002
2456,0,,2357,0.017
2457,0,,2358,0.035
2458,0,,2359,0.052
2459,0,,2360,0.071
2460,0,,2361,0.084
2461,0,,2362,0.104
2463,0,,2363,0.123
2464,0,,2364,
2465,0.003,,2365,0.139
2466,0.014,,2366,0.156
2467,0.031,,2367,0.174
2468,0.05,,2368,0.101
2469,0.067,,2369,0.009
2470,0.083,,2370,0.021
2471,0.101,,2371,0.002
2472,0.119,,2372,0.017
2473,0.047,,2373,0.034
2474,0.013,,2374,0.052
2475,0.029,,2375,0.02
2476,0.05,,2376,0.014
2477,0.067,,2377,0.031
2478,0.084,,2378,0.049
2479,0.103,,2379,0.013
2480,0.116,,2380,0.014
2481,0.136,,2381,0.032
2482,0.154,,2382,0.047
2483,0.174,,2383,0.067
2484,0.188,,2384,0.086
2485,0.208,,2385,0.104
2486,0.22,,2386,
2488,0.243,,2387,0.121
2489,0.261,,2388,0.139
2490,0.275,,2389,0.157
2491,0.293,,2390,0.174
2492,0.31,,2391,0.192
2493,0.321,,2392,0.209
2494,0.346,,2393,0.046
2495,0.362,,2394,0.023
2496,0.379,,2395,0.041
2497,0.381,,2396,0.059
2498,0.423,,2397,0.076
2499,0.432,,2398,0.093
2500,0.444,,2399,0.11
2501,0.482,,2400,0.128
2502,0.49,,2401,0.143
2503,0.495,,2402,0.163
2504,0.527,,2403,0.176
2505,0.544,,2404,0.194
2506,0.547,,2405,0.208
2507,0.578,,2406,0.236
2508,0.573,,2407,0.091
2509,0.595,,2408,0.021
2510,0.623,,2409,0.038
2511,0.637,,2410,
2513,0.657,,2411,0.056
2514,0.649,,2412,0.073
2515,0.702,,2413,0.09
2516,0.711,,2414,0.106
2517,0.702,,2415,0.123
2518,0.76,,2416,0.142
2519,0.762,,2417,0.161
2520,0.79,,2418,0.177
2521,0.797,,2419,0.189
2522,0.779,,2420,0.212
2523,0.832,,2421,0.22
2524,0.858,,2422,0.242
2525,0.874,,2423,0.268
2526,0.9,,2424,0.282
2527,0.915,,2425,0.304
2528,0.93,,2426,0.307
2529,0.935,,2427,0.339
2530,0.954,,2428,0.356
2531,0.988,,2429,0.364
2532,0.988,,2430,0.392
2533,0.976,,2431,0.41
2534,0.979,,2432,0.42
2535,1.024,,2433,0.444
2536,1.068,,2434,0.459
2537,1.045,,2435,
2539,1.109,,2436,0.48
2540,1.109,,2437,0.489
2541,1.141,,2438,0.506
2542,1.164,,2439,0.531
2543,1.163,,2440,0.548
2544,1.2,,2441,0.549
2545,1.213,,2442,0.583
2546,1.214,,2443,0.585
2547,1.23,,2444,0.62
2548,1.27,,2445,0.619
2549,1.286,,2446,0.656
2550,1.31,,2447,0.673
2551,1.313,,2448,0.681
2552,1.336,,2449,0.686
2553,1.354,,2450,0.707
2554,1.354,,2451,0.743
2555,1.371,,2452,0.759
2556,1.367,,2453,0.407
2557,1.406,,2454,0
2558,1.417,,2455,0
2559,1.462,,2456,0
2561,1.473,,2457,0
2562,1.416,,2458,0
2563,1.489,,2459,0
2564,1.467,,2460,0
2565,1.544,,2461,0
2566,1.522,,2462,
2567,1.585,,2463,0
2568,1.562,,2464,0
2569,1.574,,2465,0.003
2570,1.615,,2466,0.014
2571,1.579,,2467,0.031
2572,1.557,,2468,0.05
2573,1.545,,2469,0.067
2574,0.008,,2470,0.083
2575,0.025,,2471,0.101
2576,0.043,,2472,0.119
2577,0.061,,2473,0.047
2578,0.079,,2474,0.013
2579,0.096,,2475,0.029
2580,0.113,,2476,0.05
2581,0.128,,2477,0.067
2582,0.087,,2478,0.084
2583,0.014,,2479,0.103
2584,0.032,,2480,0.116
2585,0.049,,2481,0.136
2586,0.067,,2482,0.154
2588,0.085,,2483,0.174
2589,0.096,,2484,0.188
2590,0.121,,2485,0.208
2591,0.138,,2486,0.22
2592,0.157,,2487,
2593,0.167,,2488,0.243
2594,0.134,,2489,0.261
2595,0.008,,2490,0.275
2596,0.016,,2491,0.293
2597,0.011,,2492,0.31
2598,0.024,,2493,0.321
2599,0.041,,2494,0.346
2600,0.059,,2495,0.362
2601,0.074,,2496,0.379
2602,0.094,,2497,0.381
2603,0.112,,2498,0.423
2604,0.128,,2499,0.432
2605,0.147,,2500,0.444
2606,0.163,,2501,0.482
2607,0.183,,2502,0.49
2608,0.198,,2503,0.495
2609,0.215,,2504,0.527
2611,0.232,,2505,0.544
2612,0.247,,2506,0.547
2613,0.251,,2507,0.578
2614,0.289,,2508,0.573
2615,0.303,,2509,0.595
2616,0.326,,2510,0.623
2617,0.338,,2511,0.637
2618,0.36,,2512,
2619,0.363,,2513,0.657
2620,0.39,,2514,0.649
2621,0.415,,2515,0.702
2622,0.431,,2516,0.711
2623,0.443,,2517,0.702
2624,0.465,,2518,0.76
2625,0.475,,2519,0.762
2626,0.478,,2520,0.79
2627,0.504,,2521,0.797
2628,0.526,,2522,0.779
2629,0.552,,2523,0.832
2630,0.573,,2524,0.858
2631,0.588,,2525,0.874
2632,0.589,,2526,0.9
2633,0.606,,2527,0.915
2634,0.631,,2528,0.93
2635,0.64,,2529,0.935
2637,0.677,,2530,0.954
2638,0.685,,2531,0.988
2639,0.703,,2532,0.988
2640,0.679,,2533,0.976
2641,0.769,,2534,0.979
2642,0.727,,2535,1.024
2643,0.758,,2536,1.068
2644,0.799,,2537,1.045
2645,0.805,,2538,
2646,0.836,,2539,1.109
2647,0.599,,2540,1.109
2648,0.005,,2541,1.141
2649,0.022,,2542,1.164
2650,0.039,,2543,1.163
2651,0.057,,2544,1.2
2652,0.072,,2545,1.213
2653,0.089,,2546,1.214
2654,0.109,,2547,1.23
2655,0.127,,2548,1.27
2656,0.144,,2549,1.286
2657,0.162,,2550,1.31
2658,0.179,,2551,1.313
2659,0.192,,2552,1.336
2660,0.213,,2553,1.354
2661,0.056,,2554,1.354
2662,0.008,,2555,1.371
2664,0.025,,2556,1.367
2665,0.044,,2557,1.406
2666,0.059,,2558,1.417
2667,0.078,,2559,1.462
2668,0.092,,2560,
2669,0.111,,2561,1.473
2670,0.13,,2562,1.416
2671,0.147,,2563,1.489
2672,0.165,,2564,1.467
2673,0.182,,2565,1.544
2674,0.196,,2566,1.522
2675,0.217,,2567,1.585
2676,0.238,,2568,1.562
2677,0.252,,2569,1.574
2678,0.138,,2570,1.615
2679,0,,2571,1.579
2680,0,,2572,1.557
2681,0,,2573,1.545
2682,0.005,,2574,0.008
2683,0.008,,2575,0.025
2684,0.005,,2576,0.043
2685,0.022,,2577,0.061
2686,0.039,,2578,0.079
2687,0.056,,2579,0.096
2688,0.075,,2580,0.113
2690,0.075,,2581,0.128
2691,0.003,,2582,0.087
2692,0.01,,2583,0.014
2693,0.005,,2584,0.032
2694,0.013,,2585,0.049
2695,0.014,,2586,0.067
2696,0.032,,2587,
2697,0.049,,2588,0.085
2698,0.066,,2589,0.096
2699,0.052,,2590,0.121
2700,0.007,,2591,0.138
2701,0.025,,2592,0.157
2702,0.043,,2593,0.167
2703,0.059,,2594,0.134
2704,0.077,,2595,0.008
2705,0.094,,2596,0.016
2706,0.106,,2597,0.011
2707,0.131,,2598,0.024
2708,0.15,,2599,0.041
2709,0.028,,2600,0.059
2710,0.012,,2601,0.074
2711,0.027,,2602,0.094
2712,0.01,,2603,0.112
2713,0.027,,2604,0.128
2714,0.032,,2605,0.147
2716,0.013,,2606,0.163
2717,0.031,,2607,0.183
2718,0.049,,2608,0.198
2719,0.051,,2609,0.215
2720,0,,2610,
2721,0.012,,2611,0.232
,,,2612,0.247
,,,2613,0.251
,,,2614,0.289
,,,2615,0.303
,,,2616,0.326
,,,2617,0.338
,,,2618,0.36
,,,2619,0.363
,,,2620,0.39
,,,2621,0.415
,,,2622,0.431
,,,2623,0.443
,,,2624,0.465
,,,2625,0.475
,,,2626,0.478
,,,2627,0.504
,,,2628,0.526
,,,2629,0.552
,,,2630,0.573
,,,2631,0.588
,,,2632,0.589
,,,2633,0.606
,,,2634,0.631
,,,2635,0.64
,,,2636,
,,,2637,0.677
,,,2638,0.685
,,,2639,0.703
,,,2640,0.679
,,,2641,0.769
,,,2642,0.727
,,,2643,0.758
,,,2644,0.799
,,,2645,0.805
,,,2646,0.836
,,,2647,0.599
,,,2648,0.005
,,,2649,0.022
,,,2650,0.039
,,,2651,0.057
,,,2652,0.072
,,,2653,0.089
,,,2654,0.109
,,,2655,0.127
,,,2656,0.144
,,,2657,0.162
,,,2658,0.179
,,,2659,0.192
,,,2660,0.213
,,,2661,0.056
,,,2662,0.008
,,,2663,
,,,2664,0.025
,,,2665,0.044
,,,2666,0.059
,,,2667,0.078
,,,2668,0.092
,,,2669,0.111
,,,2670,0.13
,,,2671,0.147
,,,2672,0.165
,,,2673,0.182
,,,2674,0.196
,,,2675,0.217
,,,2676,0.238
,,,2677,0.252
,,,2678,0.138
,,,2679,0
,,,2680,0
,,,2681,0
,,,2682,0.005
,,,2683,0.008
,,,2684,0.005
,,,2685,0.022
,,,2686,0.039
,,,2687,0.056
,,,2688,0.075
,,,2689,
,,,2690,0.075
,,,2691,0.003
,,,2692,0.01
,,,2693,0.005
,,,2694,0.013
,,,2695,0.014
,,,2696,0.032
,,,2697,0.049
,,,2698,0.066
,,,2699,0.052
,,,2700,0.007
,,,2701,0.025
,,,2702,0.043
,,,2703,0.059
,,,2704,0.077
,,,2705,0.094
,,,2706,0.106
,,,2707,0.131
,,,2708,0.15
,,,2709,0.028
,,,2710,0.012
,,,2711,0.027
,,,2712,0.01
,,,2713,0.027
,,,2714,0.032
,,,2715,
,,,2716,0.013
,,,2717,0.031
,,,2718,0.049
,,,2719,0.051
,,,2720,0
,,,2721,0.012
