Timestamp,PERCLOS,,Seconds,PERCLOS
1,0,,1,0
2,0,,2,0
3,0,,3,0
4,0.001,,4,0.001
5,0.003,,5,0.003
6,0.003,,6,0.003
7,0.019,,7,0.019
8,0.011,,8,0.011
9,0.023,,9,0.023
10,0.038,,10,0.038
11,0.081,,11,0.081
12,0.117,,12,0.117
13,0.13,,13,0.13
14,0.151,,14,0.151
15,0.167,,15,0.167
16,0.188,,16,0.188
17,0.202,,17,0.202
18,0.222,,18,0.222
19,0.239,,19,0.239
20,0.254,,20,0.254
21,0.26,,21,0.26
22,0.289,,22,0.289
23,0.289,,23,0.289
24,0.325,,24,0.325
25,0.342,,25,0.342
26,0.366,,26,0.366
27,0.376,,27,0.376
28,0.395,,28,0.395
29,0.412,,29,0.412
30,0.415,,30,0.415
32,0.447,,31,
33,0.465,,32,0.447
34,0.489,,33,0.465
35,0.507,,34,0.489
36,0.496,,35,0.507
37,0.542,,36,0.496
38,0.541,,37,0.542
39,0.568,,38,0.541
40,0.566,,39,0.568
41,0.609,,40,0.566
42,0.578,,41,0.609
43,0.647,,42,0.578
44,0.668,,43,0.647
45,0.661,,44,0.668
46,0.652,,45,0.661
47,0.652,,46,0.652
48,0.723,,47,0.652
49,0.645,,48,0.723
50,0.539,,49,0.645
51,0.006,,50,0.539
52,0.005,,51,0.006
53,0.012,,52,0.005
54,0.011,,53,0.012
55,0.012,,54,0.011
56,0.03,,55,0.012
57,0.046,,56,0.03
58,0.066,,57,0.046
59,0.084,,58,0.066
60,0.101,,59,0.084
62,0.116,,60,0.101
63,0.136,,61,
64,0.155,,62,0.116
65,0.172,,63,0.136
66,0.188,,64,0.155
67,0.202,,65,0.172
68,0.223,,66,0.188
69,0.244,,67,0.202
70,0.261,,68,0.223
71,0.275,,69,0.244
72,0.296,,70,0.261
73,0.314,,71,0.275
74,0.322,,72,0.296
75,0.34,,73,0.314
76,0.352,,74,0.322
77,0.366,,75,0.34
78,0.402,,76,0.352
79,0.424,,77,0.366
80,0.424,,78,0.402
81,0.457,,79,0.424
82,0.448,,80,0.424
83,0.483,,81,0.457
84,0.476,,82,0.448
86,0.52,,83,0.483
87,0.529,,84,0.476
88,0.565,,85,
89,0.581,,86,0.52
90,0.574,,87,0.529
91,0.607,,88,0.565
92,0.622,,89,0.581
93,0.651,,90,0.574
94,0.666,,91,0.607
95,0.687,,92,0.622
96,0.696,,93,0.651
97,0.725,,94,0.666
98,0.737,,95,0.687
99,0.743,,96,0.696
100,0.775,,97,0.725
101,0.783,,98,0.737
102,0.797,,99,0.743
103,0.815,,100,0.775
104,0.831,,101,0.783
105,0.864,,102,0.797
106,0.863,,103,0.815
107,0.846,,104,0.831
109,0.918,,105,0.864
110,0.933,,106,0.863
111,0.94,,107,0.846
112,0.969,,108,
113,0.942,,109,0.918
114,0.976,,110,0.933
115,1.01,,111,0.94
116,0.977,,112,0.969
117,1.04,,113,0.942
118,1.058,,114,0.976
119,1.082,,115,1.01
120,1.092,,116,0.977
121,1.071,,117,1.04
122,1.132,,118,1.058
123,1.15,,119,1.082
124,1.167,,120,1.092
125,1.182,,121,1.071
126,1.222,,122,1.132
127,1.226,,123,1.15
128,1.235,,124,1.167
129,1.255,,125,1.182
130,1.251,,126,1.222
131,1.285,,127,1.226
133,1.306,,128,1.235
134,1.304,,129,1.255
135,1.362,,130,1.251
136,1.361,,131,1.285
137,1.371,,132,
138,1.395,,133,1.306
139,1.373,,134,1.304
140,1.426,,135,1.362
141,1.47,,136,1.361
142,1.478,,137,1.371
143,1.497,,138,1.395
144,1.446,,139,1.373
145,1.515,,140,1.426
146,1.534,,141,1.47
147,1.572,,142,1.478
148,1.597,,143,1.497
149,1.61,,144,1.446
150,1.617,,145,1.515
151,1.62,,146,1.534
152,1.662,,147,1.572
153,1.558,,148,1.597
154,1.64,,149,1.61
155,0.114,,150,1.617
156,0.023,,151,1.62
157,0.041,,152,1.662
159,0.059,,153,1.558
160,0.077,,154,1.64
161,0.095,,155,0.114
162,0.112,,156,0.023
163,0.128,,157,0.041
164,0.148,,158,
165,0.165,,159,0.059
166,0.177,,160,0.077
167,0.2,,161,0.095
168,0.215,,162,0.112
169,0.235,,163,0.128
170,0.249,,164,0.148
171,0.26,,165,0.165
172,0.285,,166,0.177
173,0.298,,167,0.2
174,0.315,,168,0.215
175,0.337,,169,0.235
176,0.348,,170,0.249
177,0.371,,171,0.26
178,0.18,,172,0.285
179,0.012,,173,0.298
180,0.014,,174,0.315
181,0.032,,175,0.337
183,0.049,,176,0.348
184,0.027,,177,0.371
185,0.007,,178,0.18
186,0.021,,179,0.012
187,0.038,,180,0.014
188,0.055,,181,0.032
189,0.074,,182,
190,0.091,,183,0.049
191,0.106,,184,0.027
192,0.125,,185,0.007
193,0.142,,186,0.021
194,0.162,,187,0.038
195,0.174,,188,0.055
196,0.188,,189,0.074
197,0.211,,190,0.091
198,0.233,,191,0.106
199,0.246,,192,0.125
200,0.268,,193,0.142
201,0.271,,194,0.162
202,0.303,,195,0.174
203,0.315,,196,0.188
204,0.333,,197,0.211
205,0.356,,198,0.233
207,0.368,,199,0.246
208,0.378,,200,0.268
209,0.408,,201,0.271
210,0.42,,202,0.303
211,0.433,,203,0.315
212,0.419,,204,0.333
213,0.418,,205,0.356
214,0.46,,206,
215,0.509,,207,0.368
216,0.529,,208,0.378
217,0.547,,209,0.408
218,0.553,,210,0.42
219,0.582,,211,0.433
220,0.605,,212,0.419
221,0.614,,213,0.418
222,0.631,,214,0.46
223,0.649,,215,0.509
224,0.647,,216,0.529
225,0.674,,217,0.547
226,0.696,,218,0.553
227,0.731,,219,0.582
228,0.738,,220,0.605
229,0.765,,221,0.614
230,0.782,,222,0.631
231,0.78,,223,0.649
233,0.817,,224,0.647
234,0.812,,225,0.674
235,0.829,,226,0.696
236,0.869,,227,0.731
237,0.889,,228,0.738
238,0.892,,229,0.765
239,0.923,,230,0.782
240,0.941,,231,0.78
241,0.933,,232,
242,0.977,,233,0.817
243,0.942,,234,0.812
244,0.999,,235,0.829
245,0.997,,236,0.869
246,0.915,,237,0.889
247,0.984,,238,0.892
248,1.089,,239,0.923
249,1.071,,240,0.941
250,1.106,,241,0.933
251,1.086,,242,0.977
252,1.141,,243,0.942
253,1.159,,244,0.999
254,1.162,,245,0.997
255,1.214,,246,0.915
257,1.223,,247,0.984
258,1.227,,248,1.089
259,1.266,,249,1.071
260,1.283,,250,1.106
261,1.238,,251,1.086
262,1.317,,252,1.141
263,1.337,,253,1.159
264,1.293,,254,1.162
265,1.353,,255,1.214
266,1.37,,256,
267,1.407,,257,1.223
268,1.423,,258,1.227
269,1.418,,259,1.266
270,1.447,,260,1.283
271,1.434,,261,1.238
272,1.47,,262,1.317
273,1.429,,263,1.337
274,1.495,,264,1.293
275,1.544,,265,1.353
276,1.521,,266,1.37
277,1.582,,267,1.407
278,1.578,,268,1.423
280,1.62,,269,1.418
281,1.588,,270,1.447
282,1.604,,271,1.434
283,1.671,,272,1.47
284,1.664,,273,1.429
285,1.699,,274,1.495
286,1.674,,275,1.544
287,1.717,,276,1.521
288,1.738,,277,1.582
289,1.778,,278,1.578
290,1.764,,279,
291,1.789,,280,1.62
292,1.806,,281,1.588
293,1.719,,282,1.604
294,1.836,,283,1.671
295,1.855,,284,1.664
296,1.771,,285,1.699
297,1.817,,286,1.674
298,1.831,,287,1.717
299,1.933,,288,1.738
300,1.976,,289,1.778
301,1.957,,290,1.764
303,1.972,,291,1.789
304,2.005,,292,1.806
305,2.048,,293,1.719
306,2.037,,294,1.836
307,2.046,,295,1.855
308,1.702,,296,1.771
309,0,,297,1.817
310,0.009,,298,1.831
311,0.003,,299,1.933
312,0.004,,300,1.976
313,0.02,,301,1.957
314,0.038,,302,
315,0.056,,303,1.972
316,0.073,,304,2.005
317,0.088,,305,2.048
318,0.106,,306,2.037
319,0.007,,307,2.046
320,0,,308,1.702
321,0,,309,0
322,0.008,,310,0.009
323,0.025,,311,0.003
324,0.043,,312,0.004
325,0.061,,313,0.02
326,0.079,,314,0.038
328,0.096,,315,0.056
329,0.114,,316,0.073
330,0.13,,317,0.088
331,0.147,,318,0.106
332,0.165,,319,0.007
333,0.171,,320,0
334,0,,321,0
335,0.001,,322,0.008
336,0.016,,323,0.025
337,0.033,,324,0.043
338,0.049,,325,0.061
339,0.067,,326,0.079
340,0.084,,327,
341,0.098,,328,0.096
342,0.121,,329,0.114
343,0.14,,330,0.13
344,0.155,,331,0.147
345,0.176,,332,0.165
346,0.187,,333,0.171
347,0.204,,334,0
348,0.225,,335,0.001
349,0.242,,336,0.016
351,0.035,,337,0.033
352,0.003,,338,0.049
353,0.006,,339,0.067
354,0.008,,340,0.084
355,0.021,,341,0.098
356,0.011,,342,0.121
357,0.028,,343,0.14
358,0.044,,344,0.155
359,0.057,,345,0.176
360,0.083,,346,0.187
361,0.095,,347,0.204
362,0.119,,348,0.225
363,0.137,,349,0.242
364,0.154,,350,
365,0.167,,351,0.035
366,0.192,,352,0.003
367,0.21,,353,0.006
368,0.22,,354,0.008
369,0.247,,355,0.021
370,0.256,,356,0.011
371,0.276,,357,0.028
372,0.296,,358,0.044
373,0.312,,359,0.057
374,0.323,,360,0.083
376,0.342,,361,0.095
377,0.363,,362,0.119
378,0.38,,363,0.137
379,0.399,,364,0.154
380,0.422,,365,0.167
381,0.432,,366,0.192
382,0.45,,367,0.21
383,0.467,,368,0.22
384,0.483,,369,0.247
385,0.51,,370,0.256
386,0.502,,371,0.276
387,0.544,,372,0.296
388,0.563,,373,0.312
389,0.517,,374,0.323
390,0.571,,375,
391,0.607,,376,0.342
392,0.625,,377,0.363
393,0.633,,378,0.38
394,0.669,,379,0.399
395,0.688,,380,0.422
396,0.694,,381,0.432
397,0.71,,382,0.45
398,0.744,,383,0.467
399,0.756,,384,0.483
400,0.776,,385,0.51
401,0.78,,386,0.502
403,0.765,,387,0.544
404,0.816,,388,0.563
405,0.835,,389,0.517
406,0.853,,390,0.571
407,0.866,,391,0.607
408,0.9,,392,0.625
409,0.903,,393,0.633
410,0.921,,394,0.669
411,0.882,,395,0.688
412,0.941,,396,0.694
413,0.974,,397,0.71
414,1.001,,398,0.744
415,0.484,,399,0.756
416,0.018,,400,0.776
417,0.036,,401,0.78
418,0.053,,402,
419,0.072,,403,0.765
420,0.087,,404,0.816
421,0.103,,405,0.835
422,0.113,,406,0.853
423,0.01,,407,0.866
424,0.028,,408,0.9
425,0.044,,409,0.903
426,0.063,,410,0.921
428,0.078,,411,0.882
429,0.097,,412,0.941
430,0.115,,413,0.974
431,0.132,,414,1.001
432,0.147,,415,0.484
433,0.161,,416,0.018
434,0.172,,417,0.036
435,0.203,,418,0.053
436,0.217,,419,0.072
437,0.218,,420,0.087
438,0.259,,421,0.103
439,0.275,,422,0.113
440,0.295,,423,0.01
441,0.297,,424,0.028
442,0.332,,425,0.044
443,0.339,,426,0.063
444,0.362,,427,
445,0.38,,428,0.078
446,0.396,,429,0.097
447,0.413,,430,0.115
448,0.438,,431,0.132
449,0.449,,432,0.147
450,0.472,,433,0.161
451,0.471,,434,0.172
453,0.501,,435,0.203
454,0.508,,436,0.217
455,0.527,,437,0.218
456,0.553,,438,0.259
457,0.562,,439,0.275
458,0.602,,440,0.295
459,0.613,,441,0.297
460,0.611,,442,0.332
461,0.647,,443,0.339
462,0.666,,444,0.362
463,0.685,,445,0.38
464,0.693,,446,0.396
465,0.708,,447,0.413
466,0.728,,448,0.438
467,0.755,,449,0.449
468,0.762,,450,0.472
469,0.792,,451,0.471
470,0.796,,452,
471,0.788,,453,0.501
472,0.83,,454,0.508
473,0.849,,455,0.527
474,0.879,,456,0.553
475,0.868,,457,0.562
476,0.869,,458,0.602
477,0.928,,459,0.613
478,0.936,,460,0.611
479,0.947,,461,0.647
481,0.97,,462,0.666
482,0.997,,463,0.685
483,1.004,,464,0.693
484,1.034,,465,0.708
485,1.047,,466,0.728
486,1.071,,467,0.755
487,1.074,,468,0.762
488,1.123,,469,0.792
489,1.118,,470,0.796
490,1.14,,471,0.788
491,1.098,,472,0.83
492,1.14,,473,0.849
493,1.159,,474,0.879
494,1.19,,475,0.868
495,1.213,,476,0.869
496,1.208,,477,0.928
497,1.226,,478,0.936
498,1.278,,479,0.947
499,1.296,,480,
500,1.301,,481,0.97
501,1.313,,482,0.997
503,1.353,,483,1.004
504,1.351,,484,1.034
505,1.386,,485,1.047
506,1.406,,486,1.071
507,1.401,,487,1.074
508,1.44,,488,1.123
509,1.437,,489,1.118
510,1.487,,490,1.14
511,1.464,,491,1.098
512,1.513,,492,1.14
513,1.502,,493,1.159
514,1.549,,494,1.19
515,1.539,,495,1.213
516,1.577,,496,1.208
517,1.573,,497,1.226
518,1.594,,498,1.278
519,1.629,,499,1.296
520,1.596,,500,1.301
521,1.648,,501,1.313
522,1.661,,502,
523,1.614,,503,1.353
524,1.668,,504,1.351
525,1.709,,505,1.386
527,1.76,,506,1.406
528,1.717,,507,1.401
529,1.789,,508,1.44
530,1.728,,509,1.437
531,1.771,,510,1.487
532,1.847,,511,1.464
533,1.864,,512,1.513
534,1.888,,513,1.502
535,1.879,,514,1.549
536,1.887,,515,1.539
537,1.909,,516,1.577
538,1.954,,517,1.573
539,1.962,,518,1.594
540,1.953,,519,1.629
541,1.967,,520,1.596
542,1.992,,521,1.648
543,2.011,,522,1.661
544,1.851,,523,1.614
545,1.96,,524,1.668
546,2.091,,525,1.709
547,2.117,,526,
548,2.172,,527,1.76
549,2.152,,528,1.717
550,2.168,,529,1.789
551,2.183,,530,1.728
553,2.174,,531,1.771
554,2.148,,532,1.847
555,2.204,,533,1.864
556,2.25,,534,1.888
557,2.274,,535,1.879
558,2.243,,536,1.887
559,2.234,,537,1.909
560,2.313,,538,1.954
561,2.304,,539,1.962
562,2.361,,540,1.953
563,2.339,,541,1.967
564,2.356,,542,1.992
565,2.421,,543,2.011
566,2.258,,544,1.851
567,2.344,,545,1.96
568,2.3,,546,2.091
569,2.412,,547,2.117
570,2.429,,548,2.172
571,1.186,,549,2.152
572,0.011,,550,2.168
573,0.028,,551,2.183
574,0.047,,552,
575,0.064,,553,2.174
577,0.009,,554,2.148
578,0.027,,555,2.204
579,0.045,,556,2.25
580,0.062,,557,2.274
581,0.077,,558,2.243
582,0.098,,559,2.234
583,0.115,,560,2.313
584,0.133,,561,2.304
585,0.15,,562,2.361
586,0.163,,563,2.339
587,0.18,,564,2.356
588,0.203,,565,2.421
589,0.215,,566,2.258
590,0.239,,567,2.344
591,0.248,,568,2.3
592,0.258,,569,2.412
593,0.292,,570,2.429
594,0.299,,571,1.186
595,0.322,,572,0.011
596,0.333,,573,0.028
597,0.356,,574,0.047
598,0.373,,575,0.064
599,0.393,,576,
600,0.413,,577,0.009
601,0.427,,578,0.027
603,0.442,,579,0.045
604,0.466,,580,0.062
605,0.469,,581,0.077
606,0.488,,582,0.098
607,0.265,,583,0.115
608,0,,584,0.133
609,0,,585,0.15
610,0,,586,0.163
611,0.012,,587,0.18
612,0.03,,588,0.203
613,0.046,,589,0.215
614,0.065,,590,0.239
615,0.083,,591,0.248
616,0.1,,592,0.258
617,0.118,,593,0.292
618,0.133,,594,0.299
619,0.154,,595,0.322
620,0.169,,596,0.333
621,0.183,,597,0.356
622,0.203,,598,0.373
623,0.222,,599,0.393
624,0.238,,600,0.413
625,0.256,,601,0.427
627,0.273,,602,
628,0.291,,603,0.442
629,0.314,,604,0.466
630,0.326,,605,0.469
631,0.343,,606,0.488
632,0.335,,607,0.265
633,0.358,,608,0
634,0.395,,609,0
635,0.419,,610,0
636,0.439,,611,0.012
637,0.455,,612,0.03
638,0.466,,613,0.046
639,0.486,,614,0.065
640,0.495,,615,0.083
641,0.51,,616,0.1
642,0.538,,617,0.118
643,0.537,,618,0.133
644,0.57,,619,0.154
645,0.595,,620,0.169
646,0.616,,621,0.183
647,0.634,,622,0.203
649,0.666,,623,0.222
650,0.651,,624,0.238
651,0.675,,625,0.256
652,0.703,,626,
653,0.681,,627,0.273
654,0.727,,628,0.291
655,0.756,,629,0.314
656,0.774,,630,0.326
657,0.78,,631,0.343
658,0.788,,632,0.335
659,0.816,,633,0.358
660,0.847,,634,0.395
661,0.849,,635,0.419
662,0.868,,636,0.439
663,0.885,,637,0.455
664,0.059,,638,0.466
665,0.022,,639,0.486
666,0.039,,640,0.495
667,0.057,,641,0.51
668,0.075,,642,0.538
669,0.09,,643,0.537
670,0.107,,644,0.57
671,0.126,,645,0.595
673,0.144,,646,0.616
674,0.161,,647,0.634
675,0.15,,648,
676,0,,649,0.666
677,0,,650,0.651
678,0,,651,0.675
679,0,,652,0.703
680,0.012,,653,0.681
681,0.028,,654,0.727
682,0.048,,655,0.756
683,0.067,,656,0.774
684,0.082,,657,0.78
685,0.1,,658,0.788
686,0.119,,659,0.816
687,0.134,,660,0.847
688,0.156,,661,0.849
689,0.17,,662,0.868
690,0.187,,663,0.885
691,0.202,,664,0.059
692,0.215,,665,0.022
693,0.24,,666,0.039
694,0.257,,667,0.057
695,0.27,,668,0.075
696,0.292,,669,0.09
697,0.316,,670,0.107
699,0.33,,671,0.126
700,0.342,,672,
701,0.355,,673,0.144
702,0.372,,674,0.161
703,0.392,,675,0.15
704,0.412,,676,0
705,0.429,,677,0
706,0.445,,678,0
707,0.466,,679,0
708,0.475,,680,0.012
709,0.5,,681,0.028
710,0.514,,682,0.048
711,0.533,,683,0.067
712,0.559,,684,0.082
713,0.559,,685,0.1
714,0.586,,686,0.119
715,0.611,,687,0.134
716,0.596,,688,0.156
717,0.64,,689,0.17
718,0.651,,690,0.187
719,0.672,,691,0.202
720,0.699,,692,0.215
721,0.696,,693,0.24
722,0.726,,694,0.257
723,0.743,,695,0.27
725,0.761,,696,0.292
726,0.778,,697,0.316
727,0.798,,698,
728,0.801,,699,0.33
729,0.845,,700,0.342
730,0.786,,701,0.355
731,0.866,,702,0.372
732,0.857,,703,0.392
733,0.874,,704,0.412
734,0.905,,705,0.429
735,0.934,,706,0.445
736,0.94,,707,0.466
737,0.971,,708,0.475
738,1.004,,709,0.5
739,1.004,,710,0.514
740,1.022,,711,0.533
741,1.066,,712,0.559
742,1.03,,713,0.559
743,1.04,,714,0.586
744,1.089,,715,0.611
745,1.098,,716,0.596
746,1.148,,717,0.64
747,1.125,,718,0.651
748,1.176,,719,0.672
749,1.173,,720,0.699
750,1.228,,721,0.696
751,1.23,,722,0.726
752,1.211,,723,0.743
753,1.264,,724,
754,1.229,,725,0.761
756,1.303,,726,0.778
757,1.183,,727,0.798
758,1.313,,728,0.801
759,1.337,,729,0.845
760,1.329,,730,0.786
761,1.387,,731,0.866
762,1.388,,732,0.857
763,1.347,,733,0.874
764,1.404,,734,0.905
765,1.424,,735,0.934
766,1.471,,736,0.94
767,1.491,,737,0.971
768,1.467,,738,1.004
769,1.512,,739,1.004
770,1.527,,740,1.022
771,1.563,,741,1.066
772,1.582,,742,1.03
773,1.529,,743,1.04
774,1.594,,744,1.089
775,1.619,,745,1.098
776,1.659,,746,1.148
777,1.57,,747,1.125
778,1.642,,748,1.176
779,1.66,,749,1.173
781,1.698,,750,1.228
782,1.652,,751,1.23
783,1.766,,752,1.211
784,1.778,,753,1.264
785,1.777,,754,1.229
786,1.763,,755,
787,1.836,,756,1.303
788,1.851,,757,1.183
789,1.79,,758,1.313
790,1.827,,759,1.337
791,1.887,,760,1.329
792,1.89,,761,1.387
793,1.367,,762,1.388
794,0.004,,763,1.347
795,0.02,,764,1.404
796,0.037,,765,1.424
797,0.053,,766,1.471
798,0.018,,767,1.491
799,0.017,,768,1.467
800,0.034,,769,1.512
801,0.052,,770,1.527
802,0.068,,771,1.563
803,0.083,,772,1.582
805,0.101,,773,1.529
806,0.12,,774,1.594
807,0.138,,775,1.619
808,0.156,,776,1.659
809,0.17,,777,1.57
810,0.189,,778,1.642
811,0.208,,779,1.66
812,0.223,,780,
813,0.242,,781,1.698
814,0.257,,782,1.652
815,0.277,,783,1.766
816,0.295,,784,1.778
817,0.311,,785,1.777
818,0.319,,786,1.763
819,0.352,,787,1.836
820,0.369,,788,1.851
821,0.387,,789,1.79
822,0.4,,790,1.827
823,0.417,,791,1.887
824,0.439,,792,1.89
825,0.458,,793,1.367
826,0.469,,794,0.004
827,0.476,,795,0.02
828,0.483,,796,0.037
830,0.52,,797,0.053
831,0.545,,798,0.018
832,0.551,,799,0.017
833,0.564,,800,0.034
834,0.592,,801,0.052
835,0.608,,802,0.068
836,0.616,,803,0.083
837,0.624,,804,
838,0.654,,805,0.101
839,0.656,,806,0.12
840,0.687,,807,0.138
841,0.721,,808,0.156
842,0.708,,809,0.17
843,0.759,,810,0.189
844,0.778,,811,0.208
845,0.783,,812,0.223
846,0.778,,813,0.242
847,0.814,,814,0.257
848,0.821,,815,0.277
849,0.852,,816,0.295
850,0.878,,817,0.311
851,0.871,,818,0.319
852,0.892,,819,0.352
853,0.907,,820,0.369
854,0.935,,821,0.387
855,0.972,,822,0.4
856,0.989,,823,0.417
857,0.987,,824,0.439
859,1.024,,825,0.458
860,1.042,,826,0.469
861,1.062,,827,0.476
862,1.062,,828,0.483
863,1.034,,829,
864,1.109,,830,0.52
865,1.13,,831,0.545
866,1.099,,832,0.551
867,0.462,,833,0.564
868,0.009,,834,0.592
869,0.027,,835,0.608
870,0.045,,836,0.616
871,0.062,,837,0.624
872,0.08,,838,0.654
873,0.097,,839,0.656
874,0.115,,840,0.687
